FILE_VERSION	2.0.0
NO_OF_FRAMES	6129
NO_OF_CAMERAS	19
NO_OF_MARKERS	5
FREQUENCY	100
DESCRIPTION	--
TIME_STAMP	2024-10-29, 10:57:32.417	441368.71789840
DATA_INCLUDED	3D
MARKER_NAMES	RWristOut	RWristIn	RElbowOut	RElbowIn	Chest
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured
Frame	Time	RWristOut X	RWristOut Y	RWristOut Z	RWristIn X	RWristIn Y	RWristIn Z	RElbowOut X	RElbowOut Y	RElbowOut Z	RElbowIn X	RElbowIn Y	RElbowIn Z	Chest X	Chest Y	Chest Z	
3231	32.30000	-137.126	1412.706	-565.081	-95.810	1398.612	-644.554	-325.141	1367.141	-677.872	-265.801	1296.039	-695.182	-254.726	1292.268	-904.573
3232	32.31000	-137.895	1419.461	-566.449	-96.712	1405.656	-646.006	-325.688	1370.969	-678.400	-265.564	1300.307	-695.257	-254.877	1292.438	-904.429
3233	32.32000	-138.893	1426.173	-567.690	-97.786	1412.600	-647.389	-326.320	1374.654	-679.038	-265.388	1304.593	-695.328	-255.039	1292.564	-904.264
3234	32.33000	-139.986	1432.811	-568.903	-98.989	1419.588	-648.740	-326.966	1378.304	-679.848	-265.356	1308.804	-695.399	-255.235	1292.726	-904.085
3235	32.34000	-141.236	1439.397	-570.113	-100.306	1426.482	-650.035	-327.724	1381.936	-680.572	-265.360	1312.951	-695.515	-255.413	1292.846	-903.902
3236	32.35000	-142.658	1445.958	-571.309	-101.782	1433.314	-651.217	-328.505	1385.480	-681.362	-265.365	1317.078	-695.628	-255.609	1292.997	-903.736
3237	32.36000	-144.189	1452.515	-572.503	-103.299	1440.085	-652.477	-329.411	1388.974	-682.070	-265.464	1321.141	-695.751	-255.807	1293.138	-903.570
3238	32.37000	-145.777	1458.786	-573.656	-105.038	1446.734	-653.635	-330.333	1392.368	-682.797	-265.669	1325.175	-695.823	-256.003	1293.271	-903.437
3239	32.38000	-147.653	1465.150	-574.801	-106.834	1453.183	-654.742	-331.376	1395.708	-683.503	-266.005	1329.105	-695.899	-256.196	1293.439	-903.271
3240	32.39000	-149.632	1471.408	-575.884	-108.787	1459.564	-655.757	-332.470	1399.034	-684.169	-266.362	1332.976	-696.008	-256.426	1293.563	-903.116
3241	32.40000	-151.813	1477.582	-576.926	-110.859	1465.797	-656.722	-333.618	1402.218	-684.934	-266.776	1336.849	-696.104	-256.601	1293.679	-902.950
3242	32.41000	-154.079	1483.583	-577.855	-113.048	1471.984	-657.624	-334.863	1405.346	-685.678	-267.237	1340.606	-696.205	-256.772	1293.805	-902.767
3243	32.42000	-156.487	1489.444	-578.712	-115.329	1478.084	-658.475	-336.173	1408.382	-686.394	-267.828	1344.294	-696.353	-256.959	1293.936	-902.624
3244	32.43000	-158.925	1495.186	-579.475	-117.759	1484.124	-659.283	-337.562	1411.349	-687.103	-268.481	1348.017	-696.516	-257.140	1294.078	-902.489
3245	32.44000	-161.533	1500.799	-580.234	-120.250	1490.048	-659.992	-339.016	1414.297	-687.750	-269.275	1351.566	-696.586	-257.517	1294.033	-902.408
3246	32.45000	-164.280	1506.372	-580.934	-122.858	1495.815	-660.688	-340.548	1417.201	-688.398	-270.084	1355.203	-696.607	-257.731	1294.155	-902.270
3247	32.46000	-167.214	1511.861	-581.670	-125.586	1501.436	-661.296	-342.155	1420.045	-688.991	-271.062	1358.690	-696.533	-257.917	1294.266	-902.134
3248	32.47000	-170.298	1517.240	-582.312	-128.449	1506.970	-661.867	-343.855	1422.785	-689.550	-272.069	1362.113	-696.466	-258.095	1294.376	-901.971
3249	32.48000	-173.530	1522.460	-582.895	-131.477	1512.432	-662.349	-345.608	1425.370	-690.097	-273.190	1365.406	-696.360	-258.285	1294.488	-901.841
3250	32.49000	-176.910	1527.422	-583.497	-134.612	1517.765	-662.763	-347.422	1427.887	-690.665	-274.414	1368.595	-696.238	-258.455	1294.616	-901.687
3251	32.50000	-180.318	1532.154	-583.879	-137.883	1523.006	-663.093	-349.368	1430.276	-691.202	-275.677	1371.719	-696.171	-258.642	1294.745	-901.550
3252	32.51000	-183.819	1536.676	-584.149	-141.277	1528.059	-663.288	-351.324	1432.542	-691.734	-277.046	1374.699	-696.085	-258.817	1294.851	-901.397
3253	32.52000	-187.425	1541.055	-584.327	-144.746	1532.978	-663.430	-353.383	1434.679	-692.234	-278.496	1377.587	-695.975	-259.013	1294.947	-901.265
3254	32.53000	-191.235	1545.324	-584.443	-148.332	1537.720	-663.457	-355.650	1436.545	-692.606	-280.000	1380.362	-695.858	-259.246	1295.056	-901.172
3255	32.54000	-195.210	1549.504	-584.550	-152.019	1542.256	-663.418	-357.843	1438.335	-692.917	-281.525	1383.014	-695.695	-259.453	1295.156	-901.055
3256	32.55000	-199.435	1553.530	-584.707	-155.833	1546.610	-663.242	-360.093	1439.955	-693.184	-283.122	1385.515	-695.516	-259.682	1295.251	-900.969
3257	32.56000	-203.697	1557.314	-584.603	-159.733	1550.782	-662.991	-362.409	1441.454	-693.447	-284.810	1387.864	-695.267	-259.876	1295.368	-900.857
3258	32.57000	-207.960	1560.739	-584.231	-163.727	1554.775	-662.563	-364.724	1442.909	-693.742	-286.545	1390.126	-695.008	-260.075	1295.454	-900.775
3259	32.58000	-212.394	1563.939	-583.873	-167.774	1558.548	-662.045	-367.129	1444.205	-694.047	-288.408	1392.214	-694.718	-260.257	1295.559	-900.662
3260	32.59000	-216.885	1566.933	-583.377	-171.997	1562.225	-661.366	-369.590	1445.355	-694.360	-290.303	1394.224	-694.413	-260.467	1295.661	-900.541
3261	32.60000	-221.591	1569.776	-582.801	-176.246	1565.696	-660.586	-372.045	1446.283	-694.617	-292.239	1396.062	-694.096	-260.700	1295.760	-900.433
3262	32.61000	-226.411	1572.459	-582.136	-180.622	1568.973	-659.647	-374.582	1447.043	-694.745	-294.214	1397.721	-693.804	-260.975	1295.800	-900.360
3263	32.62000	-231.380	1575.002	-581.355	-185.043	1572.093	-658.607	-377.174	1447.608	-694.763	-296.268	1399.254	-693.368	-261.236	1295.870	-900.286
3264	32.63000	-236.420	1577.224	-580.436	-189.533	1575.038	-657.412	-379.835	1448.111	-694.686	-298.288	1400.687	-692.894	-261.492	1295.900	-900.260
3265	32.64000	-241.494	1579.140	-579.318	-194.163	1577.807	-656.101	-382.534	1448.520	-694.599	-300.450	1402.022	-692.370	-261.752	1295.914	-900.260
3266	32.65000	-246.789	1580.739	-578.107	-198.833	1580.338	-654.577	-385.202	1448.892	-694.384	-302.668	1403.224	-691.790	-261.981	1295.935	-900.218
3267	32.66000	-251.949	1582.044	-576.692	-203.542	1582.614	-652.892	-388.022	1449.019	-694.264	-304.996	1404.227	-691.199	-262.213	1296.020	-900.210
3268	32.67000	-257.267	1583.147	-575.145	-208.325	1584.667	-651.037	-390.896	1448.991	-694.136	-307.421	1405.053	-690.541	-262.477	1296.070	-900.173
3269	32.68000	-262.680	1584.017	-573.504	-213.134	1586.378	-649.014	-393.801	1448.791	-693.984	-309.931	1405.708	-689.885	-262.739	1296.150	-900.171
3270	32.69000	-268.278	1584.685	-571.774	-218.006	1587.795	-646.815	-396.763	1448.400	-693.677	-312.424	1406.151	-689.125	-263.032	1296.219	-900.196
3271	32.70000	-273.872	1585.023	-569.911	-222.910	1588.967	-644.459	-399.749	1447.803	-693.382	-315.061	1406.422	-688.243	-263.288	1296.255	-900.235
3272	32.71000	-279.555	1585.062	-567.886	-227.907	1589.851	-641.924	-402.833	1447.220	-693.082	-317.738	1406.495	-687.353	-263.534	1296.297	-900.275
3273	32.72000	-285.185	1584.649	-565.776	-232.875	1590.461	-639.205	-405.910	1446.357	-692.668	-320.475	1406.383	-686.431	-263.797	1296.348	-900.325
3274	32.73000	-290.845	1583.919	-563.453	-237.918	1590.745	-636.335	-408.978	1445.483	-692.330	-323.227	1406.081	-685.492	-264.065	1296.388	-900.366
3275	32.74000	-296.516	1582.798	-561.043	-242.946	1590.765	-633.309	-412.057	1444.294	-691.957	-326.000	1405.569	-684.626	-264.344	1296.448	-900.383
3276	32.75000	-302.202	1581.364	-558.524	-247.937	1590.462	-630.128	-415.137	1442.988	-691.645	-328.777	1404.886	-683.774	-264.676	1296.516	-900.389
3277	32.76000	-307.914	1579.583	-555.935	-252.926	1589.777	-626.849	-418.217	1441.465	-691.250	-331.557	1403.983	-682.969	-265.057	1296.535	-900.419
3278	32.77000	-313.503	1577.515	-553.157	-257.909	1588.770	-623.406	-421.337	1439.710	-690.801	-334.416	1402.887	-682.144	-265.433	1296.603	-900.473
3279	32.78000	-319.266	1575.133	-550.426	-262.843	1587.446	-619.872	-424.474	1437.873	-690.440	-337.287	1401.548	-681.315	-265.833	1296.654	-900.535
3280	32.79000	-324.934	1572.344	-547.580	-267.764	1585.785	-616.188	-427.645	1435.858	-689.989	-340.286	1400.198	-680.484	-266.298	1296.702	-900.626
3281	32.80000	-330.513	1569.199	-544.674	-272.657	1583.804	-612.417	-430.782	1433.710	-689.430	-343.230	1398.454	-679.559	-266.702	1296.745	-900.684
3282	32.81000	-336.041	1565.682	-541.648	-277.431	1581.492	-608.569	-433.963	1431.477	-688.999	-346.267	1396.553	-678.623	-267.125	1296.781	-900.745
3283	32.82000	-341.540	1561.835	-538.619	-282.261	1578.757	-604.575	-437.130	1429.074	-688.510	-349.282	1394.334	-677.737	-267.616	1296.839	-900.800
3284	32.83000	-347.050	1557.720	-535.568	-286.939	1575.674	-600.553	-440.291	1426.511	-688.119	-352.364	1392.017	-676.818	-268.069	1296.882	-900.861
3285	32.84000	-352.567	1553.391	-532.567	-291.612	1572.283	-596.520	-443.499	1423.819	-687.717	-355.595	1389.418	-675.893	-268.535	1296.919	-900.943
3286	32.85000	-358.003	1548.789	-529.883	-296.263	1568.554	-592.427	-446.670	1420.912	-687.231	-358.766	1386.617	-674.944	-269.056	1296.936	-901.033
3287	32.86000	-363.546	1544.039	-526.950	-300.891	1564.562	-588.340	-449.852	1417.799	-686.818	-361.957	1383.556	-673.947	-269.572	1296.940	-901.119
3288	32.87000	-368.949	1538.900	-523.975	-305.463	1560.262	-584.287	-453.006	1414.675	-686.376	-365.203	1380.325	-672.947	-270.111	1296.954	-901.214
3289	32.88000	-374.248	1533.464	-521.033	-309.988	1555.724	-580.214	-456.189	1411.387	-685.919	-368.350	1376.956	-671.940	-270.622	1296.968	-901.312
3290	32.89000	-379.419	1527.747	-518.100	-314.419	1550.887	-576.108	-459.253	1408.012	-685.554	-371.567	1373.448	-671.038	-271.135	1296.979	-901.369
3291	32.90000	-384.606	1521.843	-515.218	-318.817	1545.785	-572.063	-462.323	1404.535	-685.223	-374.710	1369.824	-670.225	-271.691	1297.020	-901.397
3292	32.91000	-389.762	1515.785	-512.418	-323.204	1540.445	-568.072	-465.282	1400.921	-685.109	-377.846	1366.009	-669.442	-272.214	1297.040	-901.402
3293	32.92000	-395.010	1509.640	-509.771	-327.509	1534.876	-564.117	-468.149	1397.209	-685.089	-380.962	1362.039	-668.730	-272.725	1297.016	-901.437
3294	32.93000	-400.210	1503.376	-507.236	-331.817	1529.093	-560.273	-470.971	1393.417	-685.301	-384.049	1357.962	-668.032	-273.258	1297.016	-901.453
3295	32.94000	-405.330	1496.856	-504.751	-336.158	1523.170	-556.513	-473.886	1389.336	-685.048	-387.151	1353.693	-667.314	-273.880	1297.031	-901.469
3296	32.95000	-410.291	1490.043	-502.265	-340.580	1517.161	-552.866	-476.828	1385.132	-684.715	-390.168	1349.314	-666.672	-274.484	1297.026	-901.484
3297	32.96000	-415.141	1482.893	-499.779	-345.012	1510.999	-549.326	-479.747	1380.788	-684.417	-393.147	1344.865	-666.090	-275.064	1297.005	-901.495
3298	32.97000	-419.883	1475.446	-497.338	-349.504	1504.785	-545.870	-482.610	1376.272	-684.044	-395.922	1340.421	-665.689	-275.717	1297.027	-901.467
3299	32.98000	-424.599	1467.851	-495.048	-354.052	1498.460	-542.510	-485.370	1371.805	-684.450	-398.576	1335.898	-665.413	-276.286	1296.990	-901.396
3300	32.99000	-429.294	1460.188	-492.836	-358.598	1492.070	-539.259	-488.046	1367.082	-684.257	-401.139	1331.372	-665.202	-276.807	1297.084	-901.310
3301	33.00000	-434.020	1452.552	-490.842	-363.120	1485.580	-536.114	-490.656	1362.209	-684.166	-403.804	1326.683	-664.914	-277.465	1297.053	-901.259
3302	33.01000	-438.768	1444.850	-488.999	-367.641	1479.025	-533.100	-493.336	1357.298	-684.079	-406.322	1322.040	-664.730	-278.123	1297.034	-901.172
3303	33.02000	-443.498	1437.073	-487.273	-372.132	1472.253	-530.246	-495.938	1352.295	-684.176	-408.907	1317.263	-664.605	-278.743	1296.987	-901.111
3304	33.03000	-448.122	1429.134	-485.710	-376.636	1465.398	-527.540	-498.632	1347.196	-684.148	-411.498	1312.354	-664.509	-279.423	1296.951	-901.046
3305	33.04000	-452.704	1421.021	-484.177	-381.160	1458.422	-524.940	-501.353	1342.035	-684.286	-414.108	1307.419	-664.476	-280.103	1296.964	-900.973
3306	33.05000	-457.159	1412.736	-482.739	-385.695	1451.421	-522.394	-504.074	1336.883	-684.304	-416.653	1302.484	-664.590	-280.784	1296.974	-900.940
3307	33.06000	-461.574	1404.383	-481.372	-390.188	1444.374	-519.877	-506.734	1331.893	-684.494	-419.173	1297.669	-664.730	-281.492	1296.949	-900.866
3308	33.07000	-465.963	1396.075	-480.087	-394.733	1437.386	-517.458	-509.335	1326.859	-684.774	-421.653	1292.973	-664.954	-282.185	1296.937	-900.782
3309	33.08000	-470.274	1387.727	-478.935	-399.199	1430.322	-515.154	-511.876	1322.011	-685.113	-424.040	1288.356	-665.204	-282.948	1296.908	-900.736
3310	33.09000	-474.890	1380.010	-478.074	-403.588	1423.245	-512.911	-514.376	1317.150	-685.460	-426.474	1283.727	-665.476	-283.735	1296.866	-900.703
3311	33.10000	-479.360	1372.013	-477.353	-407.999	1416.097	-511.003	-516.903	1312.309	-685.789	-428.982	1279.065	-665.720	-284.522	1296.851	-900.679
3312	33.11000	-483.844	1364.011	-476.822	-412.284	1408.764	-509.145	-519.450	1307.437	-686.249	-431.509	1274.295	-666.108	-285.293	1296.820	-900.650
3313	33.12000	-488.271	1355.923	-476.480	-416.558	1401.410	-507.508	-522.091	1302.546	-686.785	-434.133	1269.406	-666.635	-286.033	1296.858	-900.593
3314	33.13000	-492.591	1347.676	-476.279	-420.957	1394.097	-506.153	-524.717	1297.694	-687.430	-436.691	1264.550	-667.227	-286.733	1296.851	-900.557
3315	33.14000	-496.847	1339.461	-476.183	-425.175	1386.603	-504.657	-527.412	1292.806	-688.057	-439.258	1259.733	-668.016	-287.472	1296.849	-900.506
3316	33.15000	-501.245	1331.422	-476.121	-429.386	1379.188	-503.290	-530.086	1288.058	-688.755	-441.840	1255.052	-668.809	-288.199	1296.867	-900.443
3317	33.16000	-505.608	1323.317	-476.222	-433.601	1371.801	-502.040	-532.754	1283.508	-689.453	-444.393	1250.542	-669.684	-288.981	1296.892	-900.372
3318	33.17000	-510.315	1315.458	-476.413	-437.751	1364.466	-500.856	-535.308	1279.176	-690.432	-446.898	1246.083	-670.605	-289.822	1296.873	-900.306
3319	33.18000	-514.992	1308.002	-476.859	-441.888	1357.144	-499.799	-537.561	1275.139	-691.930	-449.542	1241.606	-671.497	-290.570	1296.788	-900.274
3320	33.19000	-519.377	1300.743	-477.526	-446.070	1349.838	-499.045	-539.713	1271.139	-693.798	-451.861	1237.239	-672.402	-291.505	1296.818	-900.265
3321	33.20000	-523.644	1293.387	-478.371	-450.299	1342.579	-498.589	-542.365	1266.748	-694.934	-454.596	1232.566	-673.397	-292.321	1296.794	-900.233
3322	33.21000	-528.138	1285.833	-479.343	-454.432	1335.124	-498.209	-545.088	1262.317	-696.196	-457.511	1227.795	-674.537	-293.140	1296.619	-900.129
3323	33.22000	-532.650	1278.226	-480.464	-458.678	1327.659	-498.042	-547.873	1257.847	-697.737	-460.515	1222.926	-675.866	-294.114	1296.980	-900.172
3324	33.23000	-537.167	1270.537	-481.679	-463.115	1320.313	-498.106	-550.698	1253.336	-699.285	-463.525	1218.112	-677.315	-294.919	1296.970	-900.102
3325	33.24000	-541.795	1262.954	-483.015	-467.590	1313.004	-498.169	-553.583	1248.862	-700.939	-466.836	1213.380	-678.824	-295.786	1296.969	-900.060
3326	33.25000	-546.522	1255.443	-484.454	-472.255	1305.895	-498.306	-556.492	1244.456	-702.643	-469.855	1208.796	-680.362	-296.602	1297.010	-899.906
3327	33.26000	-551.383	1248.071	-486.050	-477.114	1298.973	-498.693	-559.489	1240.136	-704.378	-472.977	1204.223	-681.917	-297.498	1297.065	-899.761
3328	33.27000	-556.277	1240.789	-487.752	-481.539	1291.484	-498.835	-562.528	1235.861	-706.178	-476.224	1199.772	-683.531	-298.435	1296.987	-899.869
3329	33.28000	-561.352	1233.645	-489.683	-486.328	1284.541	-499.393	-565.757	1231.791	-707.972	-479.519	1195.295	-685.177	-299.464	1296.968	-899.816
3330	33.29000	-566.506	1226.499	-491.694	-491.321	1277.567	-500.151	-569.072	1227.716	-709.978	-483.115	1190.671	-686.942	-300.488	1296.948	-899.797
3331	33.30000	-571.727	1219.403	-493.973	-496.411	1270.278	-501.029	-572.481	1223.295	-712.058	-486.825	1185.901	-688.851	-301.572	1296.936	-899.744
3332	33.31000	-576.973	1212.313	-496.619	-501.611	1263.089	-502.158	-575.756	1218.915	-714.448	-490.416	1181.462	-690.909	-302.525	1296.952	-899.642
3333	33.32000	-582.448	1205.186	-499.380	-506.992	1255.820	-503.452	-578.872	1214.731	-717.145	-494.089	1176.920	-693.141	-303.593	1296.995	-899.476
3334	33.33000	-588.060	1198.154	-502.304	-512.494	1248.626	-504.842	-582.314	1210.716	-719.734	-497.673	1172.966	-695.516	-304.697	1297.036	-899.267
3335	33.34000	-593.855	1191.243	-505.450	-518.090	1241.538	-506.463	-585.771	1206.792	-722.507	-501.427	1168.609	-697.996	-305.826	1297.049	-899.020
3336	33.35000	-599.897	1184.526	-508.828	-523.878	1234.518	-508.201	-589.275	1203.078	-725.633	-505.313	1164.259	-700.600	-306.993	1297.084	-898.768
3337	33.36000	-605.998	1177.858	-512.375	-529.855	1227.433	-510.155	-592.857	1199.267	-728.602	-509.206	1160.026	-703.297	-308.279	1297.101	-898.525
3338	33.37000	-612.290	1171.275	-516.238	-536.001	1220.504	-512.302	-596.473	1195.353	-731.873	-513.197	1155.768	-706.101	-309.637	1297.079	-898.323
3339	33.38000	-618.711	1164.692	-520.264	-542.305	1213.514	-514.690	-600.244	1191.551	-735.286	-517.289	1151.565	-709.057	-311.036	1297.080	-898.088
3340	33.39000	-625.204	1157.986	-524.500	-548.808	1206.547	-517.277	-604.174	1187.729	-738.759	-521.516	1147.422	-712.105	-312.478	1297.088	-897.840
3341	33.40000	-631.851	1151.263	-528.878	-555.515	1199.664	-520.006	-608.199	1184.057	-742.395	-525.835	1143.299	-715.304	-313.914	1297.103	-897.590
3342	33.41000	-638.689	1144.661	-533.431	-562.436	1192.839	-522.851	-612.314	1180.446	-746.047	-530.315	1139.356	-718.561	-315.350	1297.126	-897.301
3343	33.42000	-645.781	1138.288	-538.164	-569.630	1186.181	-525.836	-616.535	1176.977	-749.797	-534.839	1135.516	-721.781	-316.857	1297.165	-896.978
3344	33.43000	-653.105	1132.193	-543.114	-576.998	1179.729	-528.979	-620.764	1173.712	-753.668	-539.541	1131.784	-725.034	-318.411	1297.170	-896.680
3345	33.44000	-660.639	1126.374	-548.254	-584.466	1173.407	-532.251	-625.151	1170.556	-757.627	-544.357	1128.193	-728.344	-320.018	1297.172	-896.374
3346	33.45000	-668.350	1120.749	-553.669	-592.216	1167.302	-535.834	-629.562	1167.508	-761.708	-549.194	1124.710	-731.739	-321.660	1297.183	-896.075
3347	33.46000	-676.093	1115.254	-559.324	-600.106	1161.333	-539.656	-634.070	1164.564	-765.950	-554.173	1121.325	-735.280	-323.338	1297.197	-895.788
3348	33.47000	-683.928	1109.918	-565.208	-608.155	1155.549	-543.693	-638.547	1161.676	-770.383	-559.196	1118.055	-739.020	-325.034	1297.203	-895.475
3349	33.48000	-691.867	1104.709	-571.285	-616.400	1149.935	-547.902	-643.121	1159.052	-774.952	-564.260	1114.977	-742.849	-326.723	1297.223	-895.165
3350	33.49000	-699.973	1099.783	-577.505	-624.812	1144.544	-552.218	-647.662	1156.637	-779.576	-569.404	1112.067	-746.698	-328.423	1297.243	-894.798
3351	33.50000	-708.234	1095.208	-583.877	-633.429	1139.387	-556.677	-652.269	1154.369	-784.241	-574.643	1109.370	-750.553	-330.146	1297.246	-894.457
3352	33.51000	-716.695	1091.024	-590.408	-642.213	1134.571	-561.273	-657.008	1152.359	-788.925	-579.967	1106.845	-754.353	-331.897	1297.241	-894.102
3353	33.52000	-725.260	1087.246	-597.113	-651.184	1130.146	-566.020	-661.715	1150.602	-793.689	-585.397	1104.491	-758.153	-333.721	1297.228	-893.781
3354	33.53000	-733.934	1083.822	-603.934	-660.282	1126.019	-570.936	-666.540	1148.973	-798.495	-590.944	1102.327	-762.029	-335.477	1297.129	-893.408
3355	33.54000	-742.670	1080.686	-610.930	-669.481	1122.197	-576.062	-670.997	1147.194	-803.449	-596.577	1100.283	-765.957	-337.309	1297.078	-893.067
3356	33.55000	-751.458	1077.789	-618.060	-678.792	1118.636	-581.322	-675.877	1145.845	-808.424	-602.267	1098.451	-769.905	-339.173	1297.052	-892.710
3357	33.56000	-760.305	1075.256	-625.322	-688.187	1115.352	-586.757	-680.750	1144.684	-813.430	-608.020	1096.875	-773.853	-341.038	1297.037	-892.303
3358	33.57000	-769.186	1073.075	-632.719	-697.639	1112.392	-592.297	-685.679	1143.790	-818.462	-613.788	1095.521	-777.859	-342.938	1297.028	-891.880
3359	33.58000	-777.850	1071.034	-640.050	-707.204	1109.727	-597.888	-690.587	1143.173	-823.493	-619.633	1094.419	-781.794	-344.890	1297.025	-891.441
3360	33.59000	-786.790	1069.655	-647.550	-716.838	1107.518	-603.573	-695.463	1142.742	-828.513	-625.530	1093.513	-785.723	-346.892	1296.994	-890.982
3361	33.60000	-795.772	1068.769	-655.115	-726.476	1105.695	-609.358	-700.363	1142.601	-833.510	-631.436	1092.819	-789.536	-348.893	1296.980	-890.516
3362	33.61000	-804.808	1068.351	-662.814	-736.206	1104.379	-615.199	-705.276	1142.677	-838.486	-637.422	1092.413	-793.350	-350.956	1296.927	-890.003
3363	33.62000	-813.728	1068.259	-670.445	-745.978	1103.498	-621.132	-710.143	1142.902	-843.463	-643.451	1092.205	-797.131	-353.028	1296.866	-889.516
3364	33.63000	-822.609	1068.489	-678.120	-755.763	1103.009	-627.102	-715.074	1143.488	-848.367	-649.537	1092.212	-800.908	-355.098	1296.823	-889.023
3365	33.64000	-831.464	1069.098	-685.811	-765.496	1102.900	-633.096	-719.914	1144.295	-853.234	-655.604	1092.568	-804.572	-357.186	1296.758	-888.510
3366	33.65000	-840.231	1070.027	-693.502	-775.397	1103.220	-639.039	-724.767	1145.339	-858.003	-661.701	1093.108	-808.055	-359.277	1296.719	-887.976
3367	33.66000	-848.952	1071.422	-701.163	-785.131	1103.883	-645.111	-729.543	1146.605	-862.750	-667.673	1093.877	-811.084	-361.355	1296.681	-887.433
3368	33.67000	-857.638	1073.258	-708.844	-794.744	1104.927	-651.203	-734.280	1148.097	-867.438	-673.911	1094.814	-815.525	-363.445	1296.668	-886.918
3369	33.68000	-866.186	1075.534	-716.495	-804.296	1106.434	-657.362	-738.933	1149.745	-872.094	-680.011	1096.041	-818.938	-365.507	1296.647	-886.387
